case_id,structure,article,status,date_opened,date_closed,investigator,suspect,evidence_count
f16b973e-0ce5-4f98-84bb-594f35363529,НПУ,307,На розыске,2022-07-26,2022-08-14,Опер #63,Гр. Сидоренко 718,3
f9adab4e-8943-4adb-aee2-ffe54ad06b8f,Прокуратура,307,Закрыто,2020-02-02,2020-11-06,Опер #172,Гр. Коваленко 859,4
dfb1c0ab-10a7-4774-bcac-87e071c128c7,СБУ,115,В работе,2021-02-28,2021-12-29,Опер #78,Гр. Мельник 906,9
55670070-c1e9-4569-b9bd-dae8d829e29f,Прокуратура,296,Закрыто,2022-10-06,2022-11-18,Опер #187,Гр. Гончар 507,1
fc75ea1e-ff0a-4ed4-b81e-ddfd5bd9a5fc,НПУ,121,На розыске,2020-07-22,2020-11-07,Опер #170,Гр. Иванов 134,15
e6ad7a6b-3d81-4f66-80ed-b84baa6e7b87,СБУ,121,В работе,2022-07-22,,Опер #28,Гр. Коваленко 305,8
b6fa67f4-43a1-4426-8ed1-0947bff07506,Прокуратура,115,В работе,2021-01-02,,Опер #92,Гр. Петров 351,10
abf1e5ec-0dad-41df-817d-556b705bbc75,Прокуратура,194,Закрыто,2021-09-23,2021-10-11,Опер #20,Гр. Сидоренко 241,4
52892c53-6e12-4a3b-a64d-a256c0264484,Прокуратура,263,Ожидание экспертизы,2020-07-30,,Опер #89,Гр. Петров 161,1
58782ee7-7539-40b6-bf00-d1c5c01ce7c4,НПУ,121,В работе,2020-03-08,2021-03-08,Опер #65,Гр. Сидоренко 716,4
832c9be2-e688-4f18-9a97-091924d0f08d,НПУ,307,На розыске,2025-06-21,,Опер #99,Гр. Петров 716,8
02de11ee-5135-448d-bf45-22943e8b76ab,Прокуратура,185,Закрыто,2022-02-07,2022-09-01,Опер #193,Гр. Иванов 534,3
51f92a9b-438b-421d-91d3-2d0035bf6b62,НПУ,187,В работе,2023-10-01,,Опер #197,Гр. Петров 854,13
a4cb835d-0b5d-438a-91e1-d451485f8561,НПУ,307,В работе,2024-06-30,,Опер #110,Гр. Коваленко 644,2
b4032b41-7c7c-4fc3-8b1b-b380a70322bb,НПУ,309,Передано в суд,2025-07-15,2025-10-07,Опер #82,Гр. Коваленко 737,10
bfef26ab-0e21-453f-b695-d53f8ad46078,СБУ,296,Закрыто,2024-01-15,,Опер #67,Гр. Гончар 182,13
76764a6f-9750-4b10-bbfe-42dd8d8db44b,Прокуратура,289,Передано в суд,2022-02-02,2022-08-14,Опер #98,Гр. Коваленко 793,11
c5438571-cfb2-4c27-9667-f0826c4bf640,НПУ,263,Ожидание экспертизы,2025-07-16,2025-10-17,Опер #141,Гр. Гончар 912,8
19fb7295-4b34-43ee-8d43-1189c5c800ba,СБУ,121,В работе,2025-05-09,,Опер #19,Гр. Петров 908,0
5c18d6ff-245f-435b-961f-958898905fdf,НПУ,296,На розыске,2025-05-15,2025-12-30,Опер #93,Гр. Мельник 511,13
0e2ecb2f-d9af-48ff-810d-20be93bdf35a,НПУ,115,Передано в суд,2021-11-03,2022-01-17,Опер #47,Гр. Сидоренко 823,3
57d8b71c-baab-4b4a-8ab7-e767b3638ec3,Прокуратура,289,Закрыто,2025-08-05,2026-02-24,Опер #187,Гр. Гончар 345,2
7944493e-d204-42c9-a619-9d98565cdaa7,Прокуратура,296,В работе,2023-12-29,,Опер #143,Гр. Иванов 754,3
c27f64c7-f936-45e9-a5d7-a12fd11c6c97,Прокуратура,296,В работе,2022-04-23,,Опер #12,Гр. Мельник 446,4
c14a732e-07bc-4373-a2de-7c134ef70dec,СБУ,289,На розыске,2024-04-09,2024-09-16,Опер #100,Гр. Петров 470,3
cf29502f-be30-437a-9819-0f4c6e8a5742,Прокуратура,309,Передано в суд,2024-06-16,,Опер #7,Гр. Сидоренко 844,2
bd442266-c016-4be2-b080-f932a726a165,Прокуратура,121,На розыске,2021-08-06,2021-12-01,Опер #57,Гр. Коваленко 589,3
d2bf758a-9507-4eac-bb7e-397aa54bdc17,НПУ,121,Ожидание экспертизы,2023-01-01,,Опер #79,Гр. Коваленко 511,6
22f6367f-88ee-4479-8fda-97cbfd784c81,НПУ,121,На розыске,2025-04-06,2026-04-09,Опер #194,Гр. Гончар 248,0
f7fbf70c-8f6c-476e-b4f6-5d8bc916b153,НПУ,185,Ожидание экспертизы,2023-06-20,2023-09-20,Опер #42,Гр. Гончар 160,9
54231fd8-80c1-44d1-80ba-cf5cc8cd5ec8,СБУ,296,На розыске,2022-03-10,,Опер #188,Гр. Коваленко 604,12
cef6849b-8e8e-4867-b7ca-c7f73f1030dd,СБУ,194,Передано в суд,2022-03-20,,Опер #115,Гр. Гончар 674,15
d7204f65-de4c-4584-855f-87180d743a40,Прокуратура,307,Ожидание экспертизы,2025-04-06,,Опер #100,Гр. Петров 749,9
04ff2802-694f-400d-869e-c33860cbc39f,Прокуратура,289,Закрыто,2023-05-20,,Опер #80,Гр. Иванов 384,4
e101ede4-af71-439b-a123-c254c76f741f,СБУ,307,Ожидание экспертизы,2020-09-20,,Опер #90,Гр. Мельник 692,6
23501353-e59c-4e35-9ca6-065682f11147,Прокуратура,296,На розыске,2024-04-25,2024-06-02,Опер #163,Гр. Мельник 426,11
56c738da-5813-4896-ac6e-2d8c8046c34a,СБУ,289,Закрыто,2020-10-22,,Опер #95,Гр. Сидоренко 918,0
c878f044-4df0-473b-9a38-2cc39b159891,СБУ,115,В работе,2021-10-02,,Опер #128,Гр. Иванов 688,11
b132fc59-11bd-487b-862b-517d18f68d66,СБУ,263,На розыске,2024-04-29,2024-05-06,Опер #148,Гр. Гончар 837,6
e217dc7f-4751-4d68-9839-0ef8d9718c59,СБУ,309,Ожидание экспертизы,2024-11-05,2024-11-07,Опер #173,Гр. Иванов 802,9
8e4165e1-780b-4832-89c4-3ba79682699d,НПУ,309,Передано в суд,2020-06-18,2020-07-31,Опер #76,Гр. Мельник 755,12
441a35d3-5373-42c2-850c-f937bfe3fecd,НПУ,185,Закрыто,2022-03-26,2022-05-14,Опер #75,Гр. Коваленко 681,14
f4104dbe-f9fc-4f2d-87a9-110a2e88eb84,НПУ,289,Закрыто,2024-10-23,2025-01-02,Опер #17,Гр. Иванов 568,8
ad8e11bd-b08d-4b53-a2d5-8ce0348da8b4,Прокуратура,263,Ожидание экспертизы,2023-04-05,,Опер #6,Гр. Мельник 878,4
f13666b5-e1d7-4cf7-aaff-a454b7a1f6b9,СБУ,296,Закрыто,2025-02-21,,Опер #32,Гр. Петров 240,3
1e61379c-6061-4a15-8de6-6d2b1fc148dd,СБУ,115,Закрыто,2020-05-22,2020-12-29,Опер #196,Гр. Мельник 390,0
7f9ee84c-9fe7-430b-80ec-d862e30b7c17,НПУ,309,Передано в суд,2022-01-19,,Опер #34,Гр. Мельник 493,9
a371e86a-eb4e-4656-a3fe-d712642276c1,СБУ,121,В работе,2022-09-05,,Опер #168,Гр. Иванов 519,10
f5504343-35ea-44cf-9d44-f0b11130d626,СБУ,289,Закрыто,2022-05-13,,Опер #81,Гр. Мельник 668,0
fb25c02e-e2fe-465c-9aa2-a8dcaa94f644,НПУ,263,Закрыто,2022-02-11,2023-01-15,Опер #169,Гр. Петров 478,14
a8cdce7c-eaa2-4901-b96b-2134b8e2352b,НПУ,263,Передано в суд,2023-12-07,,Опер #47,Гр. Иванов 702,0
cf01528c-75eb-4149-bc13-c952c75b790e,Прокуратура,121,Ожидание экспертизы,2024-06-27,2025-07-25,Опер #149,Гр. Сидоренко 401,1
beca6928-7ee8-469d-8fbb-d493db564dff,НПУ,187,Передано в суд,2022-04-17,,Опер #105,Гр. Гончар 983,8
2dbfb3ea-c60d-4964-9b3b-6d2db4453709,СБУ,263,Ожидание экспертизы,2020-08-14,,Опер #1,Гр. Сидоренко 524,12
348cd5e9-6140-415e-bce7-54d026b2cbef,Прокуратура,115,Ожидание экспертизы,2023-12-31,,Опер #87,Гр. Мельник 692,5
c5a36c85-b967-49d5-b13d-5797f5bcccbc,СБУ,121,На розыске,2024-12-21,2026-01-12,Опер #183,Гр. Сидоренко 317,5
71f5511b-f226-48f5-a946-45efc6bde9bb,СБУ,194,В работе,2023-01-18,,Опер #112,Гр. Гончар 343,14
863ef7b4-5b74-4f08-b252-e983c99f4cc3,НПУ,194,На розыске,2024-08-22,,Опер #189,Гр. Сидоренко 737,7
d57b5551-2ce2-4f73-8671-b4bde131c8dd,СБУ,121,В работе,2020-08-20,,Опер #55,Гр. Коваленко 559,7
3a945252-b66a-41d5-8e4c-f9d7c9ea9b45,НПУ,309,В работе,2024-04-18,2024-07-22,Опер #56,Гр. Иванов 777,1
30ae4627-3ef7-4b3e-9a44-3ef8e0152820,НПУ,296,Ожидание экспертизы,2023-08-07,,Опер #123,Гр. Мельник 987,8
5714b76f-c1c7-4f0d-8b80-74ed7ca72ff9,НПУ,263,Ожидание экспертизы,2024-08-30,,Опер #44,Гр. Петров 687,12
3bd43688-9e63-4687-bf0c-fe35ec647495,СБУ,115,В работе,2024-07-26,2024-10-03,Опер #118,Гр. Гончар 908,5
daabb573-ba85-43ac-b799-965652638f3d,Прокуратура,194,Передано в суд,2021-08-19,,Опер #74,Гр. Петров 975,1
bbfc1103-d399-46e8-b138-048959f0e051,СБУ,309,В работе,2022-11-29,2023-08-16,Опер #27,Гр. Иванов 432,8
9d4d439c-b515-4558-83d1-f3e473a4d364,НПУ,307,На розыске,2023-08-27,2023-11-30,Опер #64,Гр. Коваленко 487,8
d6b150d8-81a7-44da-899d-02574b618aac,СБУ,185,В работе,2024-11-02,2024-11-24,Опер #179,Гр. Петров 584,1
47b42633-7f1d-46d4-8b2f-66e24cb03485,НПУ,121,Ожидание экспертизы,2023-10-15,,Опер #22,Гр. Петров 330,12
f0e49ab9-8bd2-42a8-a910-aeb49309dc6b,Прокуратура,115,В работе,2025-08-07,2025-10-07,Опер #118,Гр. Сидоренко 472,15
67584f92-0878-4935-8f61-50d85f326d43,СБУ,289,Передано в суд,2024-02-13,,Опер #42,Гр. Иванов 758,1
11c7caea-b9d1-46a2-84f4-f8386edce425,НПУ,296,Закрыто,2025-11-29,,Опер #112,Гр. Петров 295,6
e1bb1bec-5cb9-4d34-b2c7-be0c2ab3e179,Прокуратура,309,Ожидание экспертизы,2024-07-22,,Опер #137,Гр. Коваленко 917,13
0815d961-20ee-4786-a2b9-39a5b5e21519,НПУ,263,Передано в суд,2024-10-10,2025-06-25,Опер #91,Гр. Петров 535,2
bab04892-5bad-4beb-9795-50dae5819fba,Прокуратура,187,На розыске,2025-06-30,2026-01-24,Опер #54,Гр. Сидоренко 784,9
aebdd788-0da2-416a-ac8a-dba6520df7f4,Прокуратура,121,Ожидание экспертизы,2021-11-12,,Опер #194,Гр. Иванов 638,11
acad149c-22e3-4e72-9907-35b6e8fc80fd,НПУ,187,В работе,2022-11-29,2023-01-15,Опер #151,Гр. Гончар 654,7
142ffa31-4723-434d-8164-47000c4ed70d,НПУ,187,Передано в суд,2024-12-16,,Опер #47,Гр. Петров 273,12
7b9f3f35-5216-4edf-8457-3a7e1b407607,Прокуратура,307,В работе,2024-02-19,,Опер #144,Гр. Сидоренко 241,15
a9c25791-78e8-49b2-9f8e-0709895490d9,НПУ,121,Ожидание экспертизы,2025-08-12,,Опер #167,Гр. Петров 858,5
e716401e-73c4-4d77-adec-5889e43a3c4c,Прокуратура,263,Закрыто,2023-01-04,,Опер #199,Гр. Гончар 731,10
02af7183-56bb-4b3f-9c69-88ec94e7cffe,НПУ,187,Передано в суд,2024-07-30,,Опер #65,Гр. Иванов 378,13
bb7a1968-fdde-4cfc-aa63-286e2e22f7dc,Прокуратура,187,Закрыто,2020-04-18,,Опер #76,Гр. Петров 695,5
640a4b1a-6fe8-4bbe-9fb1-58a7ec268117,Прокуратура,187,На розыске,2023-03-26,,Опер #139,Гр. Гончар 373,9
f02ce7b8-d2ff-409a-8a0e-53f3cea1253b,СБУ,194,Закрыто,2023-05-17,,Опер #178,Гр. Сидоренко 680,13
daae2bd7-74bd-4350-83d4-ff90932eb971,Прокуратура,263,Передано в суд,2020-10-27,,Опер #84,Гр. Сидоренко 555,6
6f677d01-2180-4c3f-86dc-a4da0f2982e7,Прокуратура,115,В работе,2022-03-07,,Опер #182,Гр. Гончар 404,12
8f6fa1ed-9866-4b5e-9153-2234d384bb49,НПУ,121,Закрыто,2024-08-20,,Опер #182,Гр. Мельник 319,15
929c5616-9d49-4820-9bdd-dc1eedba1f5d,Прокуратура,289,Закрыто,2021-08-14,,Опер #43,Гр. Коваленко 347,0
c2ec0428-7a9a-485f-b502-7469e4756a18,НПУ,187,Передано в суд,2024-12-10,2025-10-02,Опер #131,Гр. Гончар 312,1
2e9b5cf9-3af8-4c9f-b024-5de5c81f66cb,Прокуратура,187,На розыске,2024-04-23,,Опер #23,Гр. Иванов 320,10
d649aa43-eee0-41be-ac15-1baae26743c4,Прокуратура,289,В работе,2021-05-21,2021-11-21,Опер #147,Гр. Петров 929,5
8d4ab732-ac75-46a6-84e6-4eb7ef5e7e3b,НПУ,187,На розыске,2020-10-30,,Опер #69,Гр. Гончар 165,15
39937dfa-4a8e-46e7-8a6b-ed0267021649,СБУ,263,Передано в суд,2023-11-27,,Опер #96,Гр. Петров 905,11
c568e276-8fd5-448e-9f57-bff7638194ff,СБУ,263,В работе,2024-11-29,2025-05-12,Опер #59,Гр. Петров 112,0
711a6176-520d-4569-9680-1f43f1d52bf2,Прокуратура,296,На розыске,2025-05-04,2025-11-28,Опер #146,Гр. Мельник 350,10
5c9bb56a-a1ff-4d10-9722-9dd1e8dc7d64,Прокуратура,115,В работе,2020-11-08,,Опер #39,Гр. Гончар 403,5
225fb8c2-adca-4da3-9088-24f28e89b05a,СБУ,187,Передано в суд,2020-09-03,2020-09-30,Опер #2,Гр. Коваленко 283,10
de18bad6-efd2-4b49-9f7c-2bb4da0f447b,НПУ,309,Ожидание экспертизы,2020-12-31,2021-12-11,Опер #101,Гр. Гончар 689,10
ff23922f-cf72-4b7a-a5d0-0cc28ef52d8c,НПУ,194,Закрыто,2024-05-03,,Опер #57,Гр. Иванов 214,14
12f9564d-32e0-4721-ac55-ef392c369092,НПУ,296,На розыске,2025-03-31,,Опер #17,Гр. Гончар 103,12
9f2f02eb-90c0-4e28-8611-d309636a362b,Прокуратура,263,В работе,2025-07-24,2026-01-17,Опер #3,Гр. Петров 659,8
cfef644e-6377-45b3-b335-c01e7cf55fd0,НПУ,263,Закрыто,2022-03-12,,Опер #21,Гр. Петров 852,5
8d4b5edd-d381-4f08-bc38-0d73123c4948,СБУ,309,Ожидание экспертизы,2023-10-22,2023-10-27,Опер #87,Гр. Мельник 406,0
dfa03bc9-53ad-4c8a-8564-ac0609fecbf8,НПУ,194,Ожидание экспертизы,2025-02-21,,Опер #106,Гр. Сидоренко 693,9
cdbf9e82-303b-438c-8521-c0ae433e9b55,НПУ,309,Ожидание экспертизы,2025-09-07,2026-05-02,Опер #159,Гр. Мельник 306,14
58d3f4bb-24ab-4055-9bba-cdd15ebd225a,Прокуратура,121,Закрыто,2023-07-16,,Опер #51,Гр. Коваленко 157,2
e871954b-aac6-4ba5-bc3d-5b67d62f8dca,СБУ,121,На розыске,2024-01-29,,Опер #30,Гр. Иванов 114,8
c97e3b5f-f4ed-4fd1-959d-4b0a01adcb57,НПУ,185,В работе,2021-03-31,2022-04-19,Опер #192,Гр. Иванов 107,13
501bd36d-9e61-450e-8112-e2463af89aab,НПУ,187,На розыске,2025-01-30,2025-05-21,Опер #145,Гр. Петров 114,6
605a35d7-a965-4d37-9102-bbc766f1114c,НПУ,194,В работе,2023-08-20,,Опер #102,Гр. Петров 725,6
767a941c-882d-4854-9ecf-6e6ff1f36136,СБУ,187,На розыске,2020-03-13,2020-09-07,Опер #177,Гр. Гончар 656,8
0a4b3607-a710-492a-9c2c-60664b683062,НПУ,296,На розыске,2022-11-01,2023-03-30,Опер #107,Гр. Иванов 189,2
c848bf34-0bc1-4118-843f-18d4438b99c3,Прокуратура,263,На розыске,2022-02-26,,Опер #187,Гр. Петров 711,6
5ceafe82-b571-4835-a699-7a23d01daf0a,Прокуратура,263,Ожидание экспертизы,2025-11-22,,Опер #125,Гр. Гончар 205,15
6a3fab37-b4be-40cf-84fb-73dd980d1f10,НПУ,309,Закрыто,2025-07-31,,Опер #40,Гр. Гончар 131,13
962364c6-64da-4869-8a34-891c2f10cb3f,СБУ,187,В работе,2020-09-01,,Опер #25,Гр. Коваленко 478,6
6a7215bd-df59-4655-89a3-62df7a330e51,НПУ,185,Ожидание экспертизы,2025-03-06,,Опер #120,Гр. Коваленко 203,8
a023a590-91c1-45a7-aab4-c927f3bc6ef9,НПУ,194,На розыске,2024-10-21,2025-08-01,Опер #128,Гр. Гончар 894,14
f508c2ef-f5c5-431e-a9f5-eacc5973106e,СБУ,263,Закрыто,2022-02-25,2022-03-08,Опер #94,Гр. Сидоренко 767,11
84487729-7516-4f80-9c85-ced98bc3eac4,Прокуратура,296,Передано в суд,2020-11-11,,Опер #34,Гр. Иванов 378,10
0489d80b-fbb4-4759-a10c-5bd89b58e9b8,СБУ,263,Закрыто,2022-03-31,,Опер #66,Гр. Коваленко 769,10
d2395e76-331a-438c-b077-b07ed42a4b51,СБУ,289,Закрыто,2021-10-04,,Опер #118,Гр. Петров 165,1
7030ec13-43be-4093-8f2f-9fe3d6999a88,СБУ,187,Передано в суд,2020-10-01,,Опер #46,Гр. Иванов 760,4
4e865b97-588e-480b-9e08-0a9ebe0cb4e2,Прокуратура,194,Ожидание экспертизы,2024-02-01,2024-04-27,Опер #111,Гр. Иванов 846,4
f0b57d6f-c4e1-4f88-ae27-60bcd7f71231,СБУ,115,Ожидание экспертизы,2023-04-03,,Опер #3,Гр. Иванов 223,11
02d36ed6-a707-4327-b2c0-530576fca80b,СБУ,185,На розыске,2024-05-25,2024-09-01,Опер #10,Гр. Мельник 705,1
48f226f8-663e-4ae4-a21d-83d26567d1bd,СБУ,296,Ожидание экспертизы,2023-09-13,,Опер #33,Гр. Гончар 340,6
2361464e-929e-4213-9adc-9fee158de0ba,НПУ,194,В работе,2025-12-01,2026-08-17,Опер #121,Гр. Гончар 809,4
82354207-3dfa-4d62-aa9f-effdaca717c2,Прокуратура,289,В работе,2020-06-16,2020-12-23,Опер #91,Гр. Петров 503,11
0ca4adba-b132-4ab4-ab77-87df6a101ea7,Прокуратура,307,Ожидание экспертизы,2022-10-26,,Опер #141,Гр. Гончар 992,11
faf2ef72-99bd-498e-86ba-08ebf2498cf3,Прокуратура,194,Ожидание экспертизы,2020-07-15,2021-02-16,Опер #114,Гр. Мельник 196,6
b5a4cc00-30da-4982-a0bc-7b2b2024879f,Прокуратура,121,Закрыто,2023-08-25,,Опер #108,Гр. Петров 375,14
166afd61-768c-4343-b37f-b3da436d6eb7,СБУ,296,На розыске,2025-03-23,,Опер #123,Гр. Сидоренко 132,5
81e9258d-f696-4ab3-af5a-a56e3c0e5106,Прокуратура,289,Ожидание экспертизы,2025-06-22,,Опер #123,Гр. Иванов 615,7
c67a575d-867a-4604-9e87-f660b2881fa8,Прокуратура,309,Ожидание экспертизы,2020-08-08,,Опер #107,Гр. Петров 839,5
6bb5bb24-7a1e-43b7-b6b2-3be90fbf1a69,СБУ,187,Передано в суд,2023-02-18,2023-10-03,Опер #6,Гр. Иванов 765,6
2e13fe92-980e-4c66-b5d3-e603261d14c5,Прокуратура,187,Передано в суд,2024-10-17,,Опер #136,Гр. Иванов 854,3
5340b0d0-43be-42ea-a89a-818c882e7950,Прокуратура,115,Закрыто,2022-12-21,2023-06-11,Опер #45,Гр. Иванов 307,12
9518a6db-fc43-4f24-a221-85c7e8c66240,НПУ,115,На розыске,2022-03-13,,Опер #139,Гр. Иванов 228,11
d18f5eaf-0a7d-46aa-97c2-4c938706a2f0,СБУ,194,Передано в суд,2021-08-22,2022-09-20,Опер #21,Гр. Гончар 334,11
11c68549-d0cc-4463-b248-f9213b9bbc01,НПУ,309,Передано в суд,2022-09-04,,Опер #171,Гр. Коваленко 551,13
8141c2d5-35d1-4a91-a0d9-e9991e75c14c,Прокуратура,307,Закрыто,2023-02-03,2023-07-06,Опер #92,Гр. Коваленко 298,0
4f0e269a-3ed9-48e1-b543-8cf50708a9b7,Прокуратура,309,Ожидание экспертизы,2021-08-25,2021-12-11,Опер #4,Гр. Гончар 359,11
27395cf9-4b2f-4ef9-a9ed-b39d1845a74c,НПУ,115,На розыске,2020-03-05,2021-04-01,Опер #162,Гр. Мельник 112,14
f8f194f8-3831-4707-afb3-3cf0e0f02e38,Прокуратура,289,Передано в суд,2023-09-16,2024-01-24,Опер #19,Гр. Гончар 947,8
8124ffd7-9870-49f1-8760-77af15ca4f32,Прокуратура,185,Передано в суд,2024-03-06,,Опер #121,Гр. Сидоренко 595,1
359cc50b-cff9-457f-b4ca-36a25c62835c,Прокуратура,263,На розыске,2022-03-24,2022-12-09,Опер #47,Гр. Иванов 413,7
138f9d70-bc7a-4337-b6b9-5b9c3c75ab59,СБУ,194,Ожидание экспертизы,2022-05-21,2023-04-12,Опер #174,Гр. Иванов 629,3
a538ff1d-59b4-402a-9571-5e44966d8b10,Прокуратура,309,Передано в суд,2022-09-16,,Опер #42,Гр. Мельник 291,14
0a9d8705-a561-4e81-96a6-27f35079b793,НПУ,121,На розыске,2021-07-11,2022-01-16,Опер #48,Гр. Гончар 605,5
5933b28d-ccdc-45ad-b9e4-8970a2a124ad,НПУ,289,Передано в суд,2021-06-26,,Опер #19,Гр. Иванов 892,14
32360cc3-3935-47ad-9e6a-bed53b2bf1ca,СБУ,307,В работе,2021-09-13,2022-03-17,Опер #4,Гр. Петров 102,9
3759e950-3efc-4fb7-97f6-af42ab027116,Прокуратура,296,На розыске,2023-06-24,,Опер #19,Гр. Петров 627,11
70ae681a-92ef-4651-9b57-d8717b9c825e,Прокуратура,289,Закрыто,2025-07-06,,Опер #177,Гр. Иванов 967,1
e203f108-f9a9-45d9-bfe7-d49947efc9a3,Прокуратура,185,На розыске,2025-04-06,2026-03-05,Опер #52,Гр. Мельник 153,12
6447d088-3878-4473-9091-d6dd5df971cf,НПУ,263,В работе,2021-05-07,,Опер #64,Гр. Петров 390,8
0a8bfed7-67bc-4faf-886e-a3a75683bfb8,Прокуратура,263,Закрыто,2022-11-26,2023-02-20,Опер #100,Гр. Коваленко 883,9
9efb0ae6-8970-4eef-ae2b-1baf5f7c69ef,Прокуратура,309,На розыске,2024-09-05,,Опер #84,Гр. Мельник 265,6
36281f4a-0ede-4c38-8564-7eeb32b2e27f,СБУ,309,Передано в суд,2021-08-25,,Опер #47,Гр. Мельник 339,0
10d66f4f-145c-4855-b26d-46a4a084a204,Прокуратура,307,На розыске,2020-04-26,2020-10-24,Опер #155,Гр. Мельник 914,13
a1ef7a5a-8db2-48d9-bdd0-0018b9da264c,СБУ,185,Передано в суд,2023-09-15,2024-09-23,Опер #51,Гр. Гончар 843,2
290607fb-e58d-4752-b2f7-858ae119f9b1,НПУ,194,На розыске,2025-01-18,,Опер #125,Гр. Петров 732,15
ae7a4fa3-5060-4ed3-ba01-e188749cc85c,НПУ,185,Закрыто,2021-12-31,,Опер #12,Гр. Мельник 758,3
47892065-c6d5-4078-8312-fc0ff7790a24,Прокуратура,307,Ожидание экспертизы,2025-04-29,2025-07-31,Опер #43,Гр. Сидоренко 426,6
fabc930b-6982-4d5f-88e3-2d3ec6588ad8,НПУ,307,Передано в суд,2021-06-06,2022-01-28,Опер #123,Гр. Иванов 596,15
7077768c-2f88-49da-a868-d6b208d917f5,НПУ,307,Ожидание экспертизы,2022-10-26,,Опер #72,Гр. Гончар 460,6
66fc0d9a-b382-4407-a59b-3d281cd22210,СБУ,115,На розыске,2023-10-08,,Опер #96,Гр. Коваленко 603,5
a7fed734-cd0a-430b-86bd-3d98c8ae6672,НПУ,115,Ожидание экспертизы,2022-02-03,,Опер #5,Гр. Гончар 104,6
e40e0da7-f8f4-4768-b887-46528f252eec,НПУ,187,Ожидание экспертизы,2023-07-04,2023-09-01,Опер #56,Гр. Петров 526,2
3dc562dc-7869-455a-8a70-952f1a5897e6,НПУ,289,В работе,2021-09-27,2021-10-22,Опер #92,Гр. Гончар 838,14
c3d35c5a-8171-4378-904f-e1ab24f0eea4,Прокуратура,263,На розыске,2022-03-19,,Опер #67,Гр. Иванов 105,3
68fa6394-8baa-414e-b599-07982412cea0,НПУ,194,На розыске,2024-11-21,2025-10-23,Опер #41,Гр. Иванов 656,3
dcf23f70-bc11-4a36-890c-51d930eb0036,Прокуратура,296,Ожидание экспертизы,2022-05-19,2023-01-13,Опер #162,Гр. Гончар 269,12
16c5b4c1-2103-4505-ad3c-650a839ccfb9,Прокуратура,185,В работе,2023-10-25,,Опер #134,Гр. Петров 642,5
5369a34f-8dff-4078-8e43-dc0b6635538b,Прокуратура,185,На розыске,2022-05-01,2022-08-16,Опер #47,Гр. Гончар 870,6
27631508-8cca-40fb-ac1c-7559fba5d75b,НПУ,289,В работе,2022-12-19,2023-02-28,Опер #176,Гр. Мельник 391,8
bbcce7f3-91f7-4843-853c-fb8d713b8924,НПУ,194,В работе,2020-04-30,2021-02-12,Опер #171,Гр. Гончар 715,10
1540caa7-fe71-47fb-b6d0-2f4374859e51,Прокуратура,185,Ожидание экспертизы,2025-03-31,2025-06-08,Опер #167,Гр. Иванов 308,0
d1b3b94e-ab48-4960-a4ff-5ed842f8472c,СБУ,309,Закрыто,2024-10-17,,Опер #74,Гр. Петров 203,5
c202c0b4-3f7e-49b8-942c-3a5aab207ab8,Прокуратура,121,Закрыто,2022-12-03,,Опер #12,Гр. Иванов 493,15
0eb2391f-fbd2-467a-9ea3-367ea27ee2f5,СБУ,194,В работе,2022-12-24,2023-02-06,Опер #94,Гр. Мельник 435,3
fd589ce6-9683-44bf-bfbe-1ffa0880e959,НПУ,296,На розыске,2023-07-22,,Опер #125,Гр. Сидоренко 148,0
78d2a0bc-ec83-4b57-a135-6bc03529343c,НПУ,263,В работе,2020-10-31,,Опер #113,Гр. Сидоренко 481,7
bd84adda-7bf0-47af-ab74-0f2789e30690,Прокуратура,309,Ожидание экспертизы,2024-10-25,,Опер #23,Гр. Иванов 823,4
69d0d2fb-3e50-4943-87ea-d9ee4d489e97,Прокуратура,296,Закрыто,2020-01-05,,Опер #111,Гр. Иванов 114,7
ed3257f5-18ba-4255-9048-ff20a96d8061,НПУ,309,Передано в суд,2023-02-15,2023-12-19,Опер #16,Гр. Гончар 350,1
8f73ee10-d275-4dd4-911f-14e75a41da87,Прокуратура,296,На розыске,2020-05-05,2021-01-05,Опер #51,Гр. Иванов 772,13
d3f6dae2-d6f9-4196-adda-b67525d1eaf6,СБУ,289,Закрыто,2023-05-29,2023-12-08,Опер #58,Гр. Мельник 954,10
4d1a4955-8d39-4ced-9c92-3a7279382cb4,Прокуратура,194,Ожидание экспертизы,2023-02-10,,Опер #31,Гр. Гончар 516,0
57db85c7-38e4-4c1a-b7ca-01fef64a745e,СБУ,307,Ожидание экспертизы,2021-06-10,,Опер #125,Гр. Коваленко 109,5
b1860ae0-cc0e-4f35-9485-06f1af68f574,НПУ,263,В работе,2021-04-20,,Опер #101,Гр. Иванов 264,10
97e291e4-6e3d-4dcc-aff5-36d7f3289e2a,НПУ,187,На розыске,2022-08-29,,Опер #71,Гр. Иванов 545,4
b774f7fa-2ed3-4fe1-bb6a-8c6e0a81e660,НПУ,121,Ожидание экспертизы,2025-04-16,,Опер #50,Гр. Петров 527,8
5ce7cbc2-ce57-4a88-8c18-8e2369255725,Прокуратура,307,На розыске,2021-04-05,,Опер #77,Гр. Мельник 695,15
d79c4297-c357-416a-86da-b552a520b5e1,СБУ,296,Ожидание экспертизы,2020-10-11,,Опер #150,Гр. Иванов 300,1
